% number of nodes
39
% number of vehicles
7
% for each vehicle: vehicle index, home node, starting time, capacity
1,8,102,13200
2,13,72,13200
3,31,49,16500
4,14,0,16500
5,12,0,24000
6,12,0,24000
7,27,39,5800
% number of calls
35
% for each vehicle, vehicle index, and then a list of calls that can be transported using that vehicle
1,1,2,4,8,9,10,11,12,13,14,17,18,20,21,22,24,26,27,28,29,30,31,33,35
2,1,2,4,5,8,9,10,11,12,13,14,17,18,20,21,22,23,24,26,27,29,30,31,33,34,35
3,1,2,3,4,5,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,29,30,31,32,33,34,35
4,1,2,3,4,5,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
5,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
6,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
7,1,8,12,13,14,18,21,28,29,31,35
% for each call: call index, origin node, destination node, size, cost of not transporting, lb tw pu, ub tw pu, lb tw d, ub tw d
1,10,38,3838,486864,981,1053,981,1501
2,29,17,7822,867452,852,924,852,1417
3,17,39,15456,573117,184,256,184,779
4,29,27,12362,571695,1248,1320,1248,1790
5,4,34,3136,269649,123,195,123,577
6,11,35,5682,450486,0,72,0,624
7,31,36,2330,512866,12,84,12,506
8,30,36,4364,592380,606,678,606,1336
9,1,17,9121,360621,1160,1232,1160,1576
10,34,8,10786,565067,536,608,536,1167
11,11,34,9567,372154,667,739,667,1099
12,10,14,5315,525320,151,223,151,947
13,29,36,5016,602162,199,271,199,708
14,29,27,2639,406999,637,709,637,1204
15,30,34,15891,488559,948,1020,948,1510
16,33,36,14908,328658,406,478,406,874
17,33,34,12383,452354,243,315,243,721
18,31,37,5193,636144,310,382,310,888
19,30,37,6711,1076675,16,88,16,666
20,4,6,10132,598184,757,829,757,1294
21,14,19,4421,308776,118,190,118,554
22,30,27,10542,538145,591,663,591,1089
23,12,1,11485,527497,67,139,67,551
24,29,35,7054,471006,693,765,693,1543
25,1,39,14539,783125,82,154,82,619
26,10,38,10285,522062,1166,1238,1166,1676
27,6,12,7463,472249,907,979,907,1390
28,24,1,2421,384218,54,126,54,457
29,11,34,2934,426236,465,537,465,1327
30,10,35,9638,620211,414,486,414,978
31,10,37,3299,538409,1104,1176,1104,1670
32,29,12,14049,524063,960,1032,960,1422
33,9,5,11410,596814,820,892,820,1324
34,31,37,9428,520594,60,132,60,801
35,33,39,2377,351367,426,498,426,840
% travel times and costs: vehicle, origin node, destination node, travel time (in minutes), travel cost (in Euro)
5,32,4,145,97108
6,32,4,145,97108
7,32,4,129,44906
1,32,5,62,41766
2,32,5,62,41766
3,32,5,57,33801
4,32,5,57,33801
5,32,5,69,46324
6,32,5,69,46324
7,32,5,62,21422
1,32,6,19,12678
2,32,6,19,12678
3,32,6,17,10260
4,32,6,17,10260
5,32,6,21,14061
6,32,6,21,14061
7,32,6,19,6502
1,32,7,17,11211
2,32,7,17,11211
3,32,7,15,9073
4,32,7,15,9073
5,32,7,19,12435
6,32,7,19,12435
7,32,7,17,5750
1,32,8,11,7146
2,32,8,11,7146
3,32,8,10,5783
4,32,8,10,5783
5,32,8,12,7926
6,32,8,12,7926
7,32,8,11,3665
1,32,9,55,37665
2,32,9,55,37665
3,32,9,52,30482
4,32,9,52,30482
5,32,9,62,41775
6,32,9,62,41775
7,32,9,55,19318
1,32,10,111,75528
2,32,10,111,75528
3,32,10,104,61125
4,32,10,104,61125
5,32,10,125,83769
6,32,10,125,83769
7,32,10,111,38738
1,32,11,105,71206
2,32,11,105,71206
3,32,11,98,57626
4,32,11,98,57626
5,32,11,118,78975
6,32,11,118,78975
7,32,11,105,36521
1,32,12,58,39519
2,32,12,58,39519
3,32,12,54,31982
4,32,12,54,31982
5,32,12,66,43831
6,32,12,66,43831
7,32,12,58,20269
1,32,13,53,36291
2,32,13,53,36291
3,32,13,50,29370
4,32,13,50,29370
5,32,13,60,40251
6,32,13,60,40251
7,32,13,53,18613
1,32,14,19,12801
2,32,14,19,12801
3,32,14,18,10360
4,32,14,18,10360
5,32,14,21,14198
6,32,14,21,14198
7,32,14,19,6566
1,32,15,24,16006
2,32,15,24,16006
3,32,15,22,12954
4,32,15,22,12954
5,32,15,27,17752
6,32,15,27,17752
7,32,15,24,8209
1,32,16,16,11191
2,32,16,16,11191
3,32,16,15,9057
4,32,16,15,9057
5,32,16,19,12412
6,32,16,19,12412
7,32,16,16,5740
1,32,17,35,24066
2,32,17,35,24066
3,32,17,33,19477
4,32,17,33,19477
5,32,17,40,26693
6,32,17,40,26693
7,32,17,35,12343
1,32,18,67,45410
2,32,18,67,45410
3,32,18,62,36750
4,32,18,62,36750
5,32,18,75,50365
6,32,18,75,50365
7,32,18,67,23290
1,32,19,27,18452
2,32,19,27,18452
3,32,19,25,14933
4,32,19,25,14933
5,32,19,31,20466
6,32,19,31,20466
7,32,19,27,9464
1,32,20,90,61400
2,32,20,90,61400
3,32,20,84,49691
4,32,20,84,49691
5,32,20,102,68100
6,32,20,102,68100
7,32,20,90,31492
1,32,21,92,62667
2,32,21,92,62667
3,32,21,86,50716
4,32,21,86,50716
5,32,21,104,69505
6,32,21,104,69505
7,32,21,92,32141
1,32,22,24,16168
2,32,22,24,16168
3,32,22,22,13085
4,32,22,22,13085
5,32,22,27,17932
6,32,22,27,17932
7,32,22,24,8293
1,32,23,22,14981
2,32,23,22,14981
3,32,23,21,12124
4,32,23,21,12124
5,32,23,25,16616
6,32,23,25,16616
7,32,23,22,7684
1,32,24,24,16168
2,32,24,24,16168
3,32,24,22,13085
4,32,24,22,13085
5,32,24,27,17932
6,32,24,27,17932
7,32,24,24,8293
1,32,25,93,63265
2,32,25,93,63265
3,32,25,87,51200
4,32,25,87,51200
5,32,25,105,70168
6,32,25,105,70168
7,32,25,93,32448
1,32,26,22,14842
2,32,26,22,14842
3,32,26,20,12012
4,32,26,20,12012
5,32,26,25,16462
6,32,26,25,16462
7,32,26,22,7612
1,32,27,40,27298
2,32,27,40,27298
3,32,27,37,22092
4,32,27,37,22092
5,32,27,45,30277
6,32,27,45,30277
7,32,27,40,14001
1,32,28,39,26783
2,32,28,39,26783
3,32,28,37,21676
4,32,28,37,21676
5,32,28,44,29706
6,32,28,44,29706
7,32,28,39,13737
1,32,29,140,94948
2,32,29,140,94948
3,32,29,130,76841
4,32,29,130,76841
5,32,29,157,105308
6,32,29,157,105308
7,32,29,140,48698
1,32,30,65,44132
2,32,30,65,44132
3,32,30,61,35716
4,32,30,61,35716
5,32,30,73,48948
6,32,30,73,48948
7,32,30,65,22635
1,32,31,74,50496
2,32,31,74,50496
3,32,31,69,40867
4,32,31,69,40867
5,32,31,84,56006
6,32,31,84,56006
7,32,31,74,25899
1,32,32,0,0
2,32,32,0,0
3,32,32,0,0
4,32,32,0,0
5,32,32,0,0
6,32,32,0,0
7,32,32,0,0
1,32,33,108,73605
2,32,33,108,73605
3,32,33,101,59569
4,32,33,101,59569
5,32,33,122,81637
6,32,33,122,81637
7,32,33,108,37752
1,32,34,175,119080
2,32,34,175,119080
3,32,34,163,96371
4,32,34,163,96371
5,32,34,197,132074
6,32,34,197,132074
7,32,34,175,61075
1,32,35,214,145230
2,32,35,214,145230
3,32,35,199,117534
4,32,35,199,117534
5,32,35,241,161077
6,32,35,241,161077
7,32,35,214,74487
1,32,36,173,117092
2,32,36,173,117092
3,32,36,161,94762
4,32,36,161,94762
5,32,36,194,129868
6,32,36,194,129868
7,32,36,173,60055
1,32,37,232,157293
2,32,37,232,157293
3,32,37,216,127296
4,32,37,216,127296
5,32,37,261,174456
6,32,37,261,174456
7,32,37,232,80674
1,32,38,226,153370
2,32,38,226,153370
3,32,38,210,124122
4,32,38,210,124122
5,32,38,254,170106
6,32,38,254,170106
7,32,38,226,78662
1,32,39,174,118046
2,32,39,174,118046
3,32,39,162,95534
4,32,39,162,95534
5,32,39,196,130926
6,32,39,196,130926
7,32,39,174,60545
1,33,1,113,76839
2,33,1,113,76839
3,33,1,105,62186
4,33,1,105,62186
5,33,1,127,85223
6,33,1,127,85223
7,33,1,113,39410
1,33,2,61,41258
2,33,2,61,41258
3,33,2,57,33390
4,33,2,57,33390
5,33,2,68,45760
6,33,2,68,45760
7,33,2,61,21161
1,33,3,98,66353
2,33,3,98,66353
3,33,3,91,53699
4,33,3,91,53699
5,33,3,110,73593
6,33,3,110,73593
7,33,3,98,34032
1,33,4,23,15510
2,33,4,23,15510
3,33,4,21,12552
4,33,4,21,12552
5,33,4,26,17203
6,33,4,26,17203
7,33,4,23,7955
1,33,5,91,61939
2,33,5,91,61939
3,33,5,85,50127
4,33,5,85,50127
5,33,5,103,68697
6,33,5,103,68697
7,33,5,91,31768
1,33,6,97,65560
2,33,6,97,65560
3,33,6,90,53058
4,33,6,90,53058
5,33,6,109,72714
6,33,6,109,72714
7,33,6,97,33625
1,33,7,93,63119
2,33,7,93,63119
3,33,7,87,51082
4,33,7,87,51082
5,33,7,105,70006
6,33,7,105,70006
7,33,7,93,32373
1,33,8,116,78866
2,33,8,116,78866
3,33,8,108,63826
4,33,8,108,63826
5,33,8,131,87472
6,33,8,131,87472
7,33,8,116,40450
1,33,9,161,109385
2,33,9,161,109385
3,33,9,150,88525
4,33,9,150,88525
5,33,9,181,121321
6,33,9,181,121321
7,33,9,161,56103
1,33,10,5,3484
2,33,10,5,3484
3,33,10,5,2820
4,33,10,5,2820
5,33,10,6,3864
6,33,10,6,3864
7,33,10,5,1787
1,33,11,4,2696
2,33,11,4,2696
3,33,11,4,2182
4,33,11,4,2182
5,33,11,4,2990
6,33,11,4,2990
7,33,11,4,1383
1,33,12,68,46134
2,33,12,68,46134
3,33,12,63,37336
4,33,12,63,37336
5,33,12,76,51168
6,33,12,76,51168
7,33,12,68,23662
1,33,13,68,46219
2,33,13,68,46219
3,33,13,63,37405
4,33,13,63,37405
5,33,13,77,51263
6,33,13,77,51263
7,33,13,68,23706
1,33,14,90,61305
2,33,14,90,61305
3,33,14,84,49614
4,33,14,84,49614
5,33,14,102,67994
6,33,14,102,67994
7,33,14,90,31443
1,33,15,108,73280
2,33,15,108,73280
3,33,15,101,59306
4,33,15,101,59306
5,33,15,121,81276
6,33,15,121,81276
7,33,15,108,37585
1,33,16,94,64074
2,33,16,94,64074
3,33,16,88,51855
4,33,16,88,51855
5,33,16,106,71065
6,33,16,106,71065
7,33,16,94,32863
1,33,17,141,95787
2,33,17,141,95787
3,33,17,131,77520
4,33,17,131,77520
5,33,17,159,106239
6,33,17,159,106239
7,33,17,141,49128
1,33,18,164,111289
2,33,18,164,111289
3,33,18,153,90066
4,33,18,153,90066
5,33,18,184,123432
6,33,18,184,123432
7,33,18,164,57079
1,33,19,126,85395
2,33,19,126,85395
3,33,19,117,69110
4,33,19,117,69110
5,33,19,142,94713
6,33,19,142,94713
7,33,19,126,43798
1,33,20,20,13384
2,33,20,20,13384
3,33,20,18,10831
4,33,20,18,10831
5,33,20,22,14844
6,33,20,22,14844
7,33,20,20,6864
1,33,21,18,12457
2,33,21,18,12457
3,33,21,17,10081
4,33,21,17,10081
5,33,21,21,13816
6,33,21,21,13816
7,33,21,18,6389
1,33,22,129,87888
2,33,22,129,87888
3,33,22,121,71128
4,33,22,121,71128
5,33,22,146,97478
6,33,22,146,97478
7,33,22,129,45077
1,33,23,128,86702
2,33,23,128,86702
3,33,23,119,70167
4,33,23,119,70167
5,33,23,144,96162
6,33,23,144,96162
7,33,23,128,44469
1,33,24,129,87888
2,33,24,129,87888
3,33,24,121,71128
4,33,24,121,71128
5,33,24,146,97478
6,33,24,146,97478
7,33,24,129,45077
1,33,25,16,10756
2,33,25,16,10756
3,33,25,15,8705
4,33,25,15,8705
5,33,25,18,11930
6,33,25,18,11930
7,33,25,16,5517
1,33,26,93,62942
2,33,26,93,62942
3,33,26,86,50939
4,33,26,86,50939
5,33,26,104,69810
6,33,26,104,69810
7,33,26,93,32283
1,33,27,146,99018
2,33,27,146,99018
3,33,27,136,80135
4,33,27,136,80135
5,33,27,164,109823
6,33,27,164,109823
7,33,27,146,50786
1,33,28,73,49413
2,33,28,73,49413
3,33,28,68,39990
4,33,28,68,39990
5,33,28,82,54805
6,33,28,82,54805
7,33,28,73,25344
1,33,29,51,34553
2,33,29,51,34553
3,33,29,47,27963
4,33,29,47,27963
5,33,29,57,38323
6,33,29,57,38323
7,33,29,51,17722
1,33,30,58,39241
2,33,30,58,39241
3,33,30,54,31758
4,33,30,54,31758
5,33,30,65,43523
6,33,30,65,43523
7,33,30,58,20127
1,33,31,36,24637
2,33,31,36,24637
3,33,31,34,19939
4,33,31,34,19939
5,33,31,41,27326
6,33,31,41,27326
7,33,31,36,12636
1,33,32,108,73605
2,33,32,108,73605
3,33,32,101,59569
4,33,32,101,59569
5,33,32,122,81637
6,33,32,122,81637
7,33,32,108,37752
1,33,33,0,0
2,33,33,0,0
3,33,33,0,0
4,33,33,0,0
5,33,33,0,0
6,33,33,0,0
7,33,33,0,0
1,33,34,69,47036
2,33,34,69,47036
3,33,34,65,38066
4,33,34,65,38066
5,33,34,78,52169
6,33,34,78,52169
7,33,34,69,24125
1,33,35,108,73186
2,33,35,108,73186
3,33,35,100,59230
4,33,35,100,59230
5,33,35,121,81172
6,33,35,121,81172
7,33,35,108,37537
1,33,36,66,45048
2,33,36,66,45048
3,33,36,62,36457
4,33,36,62,36457
5,33,36,75,49963
6,33,36,75,49963
7,33,36,66,23105
1,33,37,126,85249
2,33,37,126,85249
3,33,37,117,68991
4,33,37,117,68991
5,33,37,141,94551
6,33,37,141,94551
7,33,37,126,43723
1,33,38,120,81327
2,33,38,120,81327
3,33,38,112,65817
4,33,38,112,65817
5,33,38,135,90201
6,33,38,135,90201
7,33,38,120,41712
1,33,39,68,46002
2,33,39,68,46002
3,33,39,63,37229
4,33,39,63,37229
5,33,39,76,51021
6,33,39,76,51021
7,33,39,68,23594
1,34,1,180,122314
2,34,1,180,122314
3,34,1,168,98988
4,34,1,168,98988
5,34,1,203,135660
6,34,1,203,135660
7,34,1,180,62734
1,34,2,128,86733
2,34,2,128,86733
3,34,2,119,70193
4,34,2,119,70193
5,34,2,144,96197
6,34,2,144,96197
7,34,2,128,44485
1,34,3,165,111828
2,34,3,165,111828
3,34,3,153,90502
4,34,3,153,90502
5,34,3,185,124030
6,34,3,185,124030
7,34,3,165,57355
1,34,4,47,32080
2,34,4,47,32080
3,34,4,44,25962
4,34,4,44,25962
5,34,4,53,35580
6,34,4,53,35580
7,34,4,47,16453
1,34,5,158,107414
2,34,5,158,107414
3,34,5,147,86929
4,34,5,147,86929
5,34,5,178,119134
6,34,5,178,119134
7,34,5,158,55091
1,34,6,164,111036
2,34,6,164,111036
3,34,6,152,89861
4,34,6,152,89861
5,34,6,184,123151
6,34,6,184,123151
7,34,6,164,56949
1,34,7,160,108594
2,34,7,160,108594
3,34,7,149,87885
4,34,7,149,87885
5,34,7,180,120443
6,34,7,180,120443
7,34,7,160,55697
1,34,8,183,124341
2,34,8,183,124341
3,34,8,171,100629
4,34,8,171,100629
5,34,8,206,137909
6,34,8,206,137909
7,34,8,183,63774
1,34,9,228,154860
2,34,9,228,154860
3,34,9,212,125328
4,34,9,212,125328
5,34,9,257,171758
6,34,9,257,171758
7,34,9,228,79426
1,34,10,65,43842
2,34,10,65,43842
3,34,10,60,35481
4,34,10,60,35481
5,34,10,73,48626
6,34,10,73,48626
7,34,10,65,22486
1,34,11,73,49352
2,34,11,73,49352
3,34,11,68,39941
4,34,11,68,39941
5,34,11,82,54738
6,34,11,82,54738
7,34,11,73,25312
1,34,12,135,91609
2,34,12,135,91609
3,34,12,126,74139
4,34,12,126,74139
5,34,12,152,101605
6,34,12,152,101605
7,34,12,135,46986
1,34,13,135,91694
2,34,13,135,91694
3,34,13,126,74208
4,34,13,126,74208
5,34,13,152,101700
6,34,13,152,101700
7,34,13,135,47029
1,34,14,157,106780
2,34,14,157,106780
3,34,14,146,86417
4,34,14,146,86417
5,34,14,177,118431
6,34,14,177,118431
7,34,14,157,54766
1,34,15,175,118755
2,34,15,175,118755
3,34,15,163,96108
4,34,15,163,96108
5,34,15,197,131714
6,34,15,197,131714
7,34,15,175,60909
1,34,16,161,109549
2,34,16,161,109549
3,34,16,150,88657
4,34,16,150,88657
5,34,16,182,121502
6,34,16,182,121502
7,34,16,161,56187
1,34,17,208,141262
2,34,17,208,141262
3,34,17,194,114323
4,34,17,194,114323
5,34,17,234,156676
6,34,17,234,156676
7,34,17,208,72452
1,34,18,231,156764
2,34,18,231,156764
3,34,18,215,126869
4,34,18,215,126869
5,34,18,260,173869
6,34,18,260,173869
7,34,18,231,80403
1,34,19,193,130870
2,34,19,193,130870
3,34,19,180,105913
4,34,19,180,105913
5,34,19,217,145150
6,34,19,217,145150
7,34,19,193,67122
1,34,20,87,58859
2,34,20,87,58859
3,34,20,81,47634
4,34,20,81,47634
5,34,20,98,65281
6,34,20,98,65281
7,34,20,87,30188
1,34,21,85,57932
2,34,21,85,57932
3,34,21,79,46884
4,34,21,79,46884
5,34,21,96,64253
6,34,21,96,64253
7,34,21,85,29713
1,34,22,196,133363
2,34,22,196,133363
3,34,22,183,107931
4,34,22,183,107931
5,34,22,221,147915
6,34,22,221,147915
7,34,22,196,68401
1,34,23,195,132177
2,34,23,195,132177
3,34,23,181,106970
4,34,23,181,106970
5,34,23,219,146599
6,34,23,219,146599
7,34,23,195,67792
1,34,24,196,133363
2,34,24,196,133363
3,34,24,183,107931
4,34,24,183,107931
5,34,24,221,147915
6,34,24,221,147915
7,34,24,196,68401
1,34,25,83,56231
2,34,25,83,56231
3,34,25,77,45508
4,34,25,77,45508
5,34,25,93,62367
6,34,25,93,62367
7,34,25,83,28841
1,34,26,160,108417
2,34,26,160,108417
3,34,26,149,87742
4,34,26,149,87742
5,34,26,180,120247
6,34,26,180,120247
7,34,26,160,55606
1,34,27,213,144493
2,34,27,213,144493
3,34,27,198,116938
4,34,27,198,116938
5,34,27,239,160260
6,34,27,239,160260
7,34,27,213,74109
1,34,28,140,94888
2,34,28,140,94888
3,34,28,130,76793
4,34,28,130,76793
5,34,28,157,105242
6,34,28,157,105242
7,34,28,140,48667
1,34,29,116,78858
2,34,29,116,78858
3,34,29,108,63819
4,34,29,108,63819
5,34,29,131,87462
6,34,29,131,87462
7,34,29,116,40445
1,34,30,125,84716
2,34,30,125,84716
3,34,30,116,68561
4,34,30,116,68561
5,34,30,140,93960
6,34,30,140,93960
7,34,30,125,43450
1,34,31,103,70112
2,34,31,103,70112
3,34,31,96,56742
4,34,31,96,56742
5,34,31,116,77763
6,34,31,116,77763
7,34,31,103,35960
1,34,32,175,119080
2,34,32,175,119080
3,34,32,163,96371
4,34,32,163,96371
5,34,32,197,132074
6,34,32,197,132074
7,34,32,175,61075
1,34,33,69,47036
2,34,33,69,47036
3,34,33,65,38066
4,34,33,65,38066
5,34,33,78,52169
6,34,33,78,52169
7,34,33,69,24125
1,34,34,0,0
2,34,34,0,0
3,34,34,0,0
4,34,34,0,0
5,34,34,0,0
6,34,34,0,0
7,34,34,0,0
1,34,35,60,40969
2,34,35,60,40969
3,34,35,56,33156
4,34,35,56,33156
5,34,35,68,45439
6,34,35,68,45439
7,34,35,60,21012
1,34,36,5,3074
2,34,36,5,3074
3,34,36,4,2487
4,34,36,4,2487
5,34,36,5,3409
6,34,36,5,3409
7,34,36,5,1576
1,34,37,78,52746
2,34,37,78,52746
3,34,37,72,42687
4,34,37,72,42687
5,34,37,87,58502
6,34,37,87,58502
7,34,37,78,27053
1,34,38,72,48824
2,34,38,72,48824
3,34,38,67,39513
4,34,38,67,39513
5,34,38,81,54151
6,34,38,81,54151
7,34,38,72,25041
1,34,39,3,2183
2,34,39,3,2183
3,34,39,3,1766
4,34,39,3,1766
5,34,39,4,2421
6,34,39,4,2421
7,34,39,3,1120
1,35,1,219,148464
2,35,1,219,148464
3,35,1,204,120151
4,35,1,204,120151
5,35,1,246,164664
6,35,1,246,164664
7,35,1,219,76146
1,35,2,166,112883
2,35,2,166,112883
3,35,2,155,91356
4,35,2,155,91356
5,35,2,187,125200
6,35,2,187,125200
7,35,2,166,57897
1,35,3,203,137978
2,35,3,203,137978
3,35,3,189,111665
4,35,3,189,111665
5,35,3,229,153033
6,35,3,229,153033
7,35,3,203,70768
1,35,4,87,58932
2,35,4,87,58932
3,35,4,81,47694
4,35,4,81,47694
5,35,4,98,65363
6,35,4,98,65363
7,35,4,87,30226
1,35,5,197,133563
2,35,5,197,133563
3,35,5,183,108093
4,35,5,183,108093
5,35,5,221,148138
6,35,5,221,148138
7,35,5,197,68504
1,35,6,202,137186
2,35,6,202,137186
3,35,6,188,111024
4,35,6,188,111024
5,35,6,227,152155
6,35,6,227,152155
7,35,6,202,70361
1,35,7,199,134744
2,35,7,199,134744
3,35,7,185,109048
4,35,7,185,109048
5,35,7,223,149446
6,35,7,223,149446
7,35,7,199,69109
1,35,8,222,150491
2,35,8,222,150491
3,35,8,206,121792
4,35,8,206,121792
5,35,8,249,166912
6,35,8,249,166912
7,35,8,222,77186
1,35,9,267,181010
2,35,9,267,181010
3,35,9,248,146491
4,35,9,248,146491
5,35,9,300,200761
6,35,9,300,200761
7,35,9,267,92839
1,35,10,103,70002
2,35,10,103,70002
3,35,10,96,56652
4,35,10,96,56652
5,35,10,116,77640
6,35,10,116,77640
7,35,10,103,35903
1,35,11,111,75502
2,35,11,111,75502
3,35,11,104,61104
4,35,11,104,61104
5,35,11,125,83741
6,35,11,125,83741
7,35,11,111,38725
1,35,12,173,117759
2,35,12,173,117759
3,35,12,162,95302
4,35,12,162,95302
5,35,12,195,130609
6,35,12,195,130609
7,35,12,173,60398
1,35,13,174,117844
2,35,13,174,117844
3,35,13,162,95371
4,35,13,162,95371
5,35,13,195,130703
6,35,13,195,130703
7,35,13,174,60441
1,35,14,196,132930
2,35,14,196,132930
3,35,14,182,107580
4,35,14,182,107580
5,35,14,220,147435
6,35,14,220,147435
7,35,14,196,68179
1,35,15,213,144905
2,35,15,213,144905
3,35,15,199,117272
4,35,15,199,117272
5,35,15,240,160717
6,35,15,240,160717
7,35,15,213,74321
1,35,16,200,135699
2,35,16,200,135699
3,35,16,186,109820
4,35,16,186,109820
5,35,16,225,150505
6,35,16,225,150505
7,35,16,200,69599
1,35,17,247,167412
2,35,17,247,167412
3,35,17,230,135486
4,35,17,230,135486
5,35,17,277,185679
6,35,17,277,185679
7,35,17,247,85864
1,35,18,269,182914
2,35,18,269,182914
3,35,18,251,148032
4,35,18,251,148032
5,35,18,303,202873
6,35,18,303,202873
7,35,18,269,93815
1,35,19,231,157020
2,35,19,231,157020
3,35,19,215,127076
4,35,19,215,127076
5,35,19,260,174154
6,35,19,260,174154
7,35,19,231,80534
1,35,20,125,85009
2,35,20,125,85009
3,35,20,117,68797
4,35,20,117,68797
5,35,20,141,94284
6,35,20,141,94284
7,35,20,125,43600
1,35,21,124,84082
2,35,21,124,84082
3,35,21,115,68047
4,35,21,115,68047
5,35,21,139,93257
6,35,21,139,93257
7,35,21,124,43125
1,35,22,235,159513
2,35,22,235,159513
3,35,22,219,129094
4,35,22,219,129094
5,35,22,264,176919
6,35,22,264,176919
7,35,22,235,81813
1,35,23,233,158327
2,35,23,233,158327
3,35,23,217,128133
4,35,23,217,128133
5,35,23,262,175603
6,35,23,262,175603
7,35,23,233,81204
1,35,24,235,159513
2,35,24,235,159513
3,35,24,219,129094
4,35,24,219,129094
5,35,24,264,176919
6,35,24,264,176919
7,35,24,235,81813
1,35,25,121,82381
2,35,25,121,82381
3,35,25,113,66671
4,35,25,113,66671
5,35,25,137,91370
6,35,25,137,91370
7,35,25,121,42253
1,35,26,198,134567
2,35,26,198,134567
3,35,26,185,108905
4,35,26,185,108905
5,35,26,223,149251
6,35,26,223,149251
7,35,26,198,69018
1,35,27,251,170643
2,35,27,251,170643
3,35,27,234,138101
4,35,27,234,138101
5,35,27,283,189263
6,35,27,283,189263
7,35,27,251,87521
1,35,28,178,121038
2,35,28,178,121038
3,35,28,166,97956
4,35,28,166,97956
5,35,28,201,134245
6,35,28,201,134245
7,35,28,178,62079
1,35,29,155,104989
2,35,29,155,104989
3,35,29,144,84968
4,35,29,144,84968
5,35,29,174,116445
6,35,29,174,116445
7,35,29,155,53848
1,35,30,163,110866
2,35,30,163,110866
3,35,30,152,89724
4,35,30,152,89724
5,35,30,184,122963
6,35,30,184,122963
7,35,30,163,56862
1,35,31,142,96262
2,35,31,142,96262
3,35,31,132,77905
4,35,31,132,77905
5,35,31,160,106766
6,35,31,160,106766
7,35,31,142,49372
1,35,32,214,145230
2,35,32,214,145230
3,35,32,199,117534
4,35,32,199,117534
5,35,32,241,161077
6,35,32,241,161077
7,35,32,214,74487
1,35,33,108,73186
2,35,33,108,73186
3,35,33,100,59230
4,35,33,100,59230
5,35,33,121,81172
6,35,33,121,81172
7,35,33,108,37537
1,35,34,60,40969
2,35,34,60,40969
3,35,34,56,33156
4,35,34,56,33156
5,35,34,68,45439
6,35,34,68,45439
7,35,34,60,21012
1,35,35,0,0
2,35,35,0,0
3,35,35,0,0
4,35,35,0,0
5,35,35,0,0
6,35,35,0,0
7,35,35,0,0
1,35,36,64,43231
2,35,36,64,43231
3,35,36,59,34987
4,35,36,59,34987
5,35,36,72,47948
6,35,36,72,47948
7,35,36,64,22173
1,35,37,48,32918
2,35,37,48,32918
3,35,37,45,26640
4,35,37,45,26640
5,35,37,55,36510
6,35,37,55,36510
7,35,37,48,16883
1,35,38,43,28996
2,35,38,43,28996
3,35,38,40,23466
4,35,38,40,23466
5,35,38,48,32160
6,35,38,48,32160
7,35,38,43,14872
1,35,39,63,42816
2,35,39,63,42816
3,35,39,59,34651
4,35,39,59,34651
5,35,39,71,47488
6,35,39,71,47488
7,35,39,63,21960
1,36,1,177,120325
2,36,1,177,120325
3,36,1,165,97379
4,36,1,165,97379
5,36,1,199,133455
6,36,1,199,133455
7,36,1,177,61714
1,36,2,125,84744
2,36,2,125,84744
3,36,2,116,68583
4,36,2,116,68583
5,36,2,140,93991
6,36,2,140,93991
7,36,2,125,43465
1,36,3,162,109839
2,36,3,162,109839
3,36,3,151,88892
4,36,3,151,88892
5,36,3,182,121824
6,36,3,182,121824
7,36,3,162,56335
1,36,4,44,30091
2,36,4,44,30091
3,36,4,41,24353
4,36,4,41,24353
5,36,4,50,33375
6,36,4,50,33375
7,36,4,44,15433
1,36,5,155,105425
2,36,5,155,105425
3,36,5,145,85320
4,36,5,145,85320
5,36,5,175,116929
6,36,5,175,116929
7,36,5,155,54072
1,36,6,161,109047
2,36,6,161,109047
3,36,6,150,88251
4,36,6,150,88251
5,36,6,181,120946
6,36,6,181,120946
7,36,6,161,55929
1,36,7,157,106605
2,36,7,157,106605
3,36,7,146,86275
4,36,7,146,86275
5,36,7,177,118237
6,36,7,177,118237
7,36,7,157,54677
1,36,8,180,122352
2,36,8,180,122352
3,36,8,168,99019
4,36,8,168,99019
5,36,8,203,135703
6,36,8,203,135703
7,36,8,180,62753
1,36,9,225,152871
2,36,9,225,152871
3,36,9,210,123718
4,36,9,210,123718
5,36,9,253,169552
6,36,9,253,169552
7,36,9,225,78406
1,36,10,62,41853
2,36,10,62,41853
3,36,10,57,33872
4,36,10,57,33872
5,36,10,69,46420
6,36,10,69,46420
7,36,10,62,21466
1,36,11,70,47364
2,36,11,70,47364
3,36,11,65,38331
4,36,11,65,38331
5,36,11,79,52532
6,36,11,79,52532
7,36,11,70,24292
1,36,12,132,89620
2,36,12,132,89620
3,36,12,123,72530
4,36,12,123,72530
5,36,12,149,99400
