%  number of nodes
39
%  number of vehicles
3
%  for each vehicle: vehicle index, home node, starting time, capacity
1,8,125,13200
2,13,106,13200
3,31,0,16500
% number of calls
7
%  for each vehicle, vehicle index, and then a list of calls that can be transported using that vehicle
1,1,3,7
2,1,3,7
3,1,2,3,4,5,6,7
% for each call: call index, origin node, destination node, size, cost of not transporting, lowerbound timewindow for pickup, upper_timewindow for pickup, lowerbound timewindow for delivery, upper_timewindow for delivery
1,17,37,4601,790000,345,417,345,1006
2,33,36,13444,430790,96,168,96,529
3,17,27,6596,200354,715,787,715,1089
4,6,1,11052,275455,0,72,0,435
5,38,33,6643,642740,107,179,107,593
6,10,38,14139,587198,300,372,300,801
7,26,6,5310,359885,178,250,178,567
%  travel times and costs: vehicle, origin node, destination node, travel time (in hours), travel cost (in Euro)
3,32,17,33,19477
1,32,18,67,45410
2,32,18,67,45410
3,32,18,62,36750
1,32,19,27,18452
2,32,19,27,18452
3,32,19,25,14933
1,32,20,90,61400
2,32,20,90,61400
3,32,20,84,49691
1,32,21,92,62667
2,32,21,92,62667
3,32,21,86,50716
1,32,22,24,16168
2,32,22,24,16168
3,32,22,22,13085
1,32,23,22,14981
2,32,23,22,14981
3,32,23,21,12124
1,32,24,24,16168
2,32,24,24,16168
3,32,24,22,13085
1,32,25,93,63265
2,32,25,93,63265
3,32,25,87,51200
1,32,26,22,14842
2,32,26,22,14842
3,32,26,20,12012
1,32,27,40,27298
2,32,27,40,27298
3,32,27,37,22092
1,32,28,39,26783
2,32,28,39,26783
3,32,28,37,21676
1,32,29,140,94948
2,32,29,140,94948
3,32,29,130,76841
1,32,30,65,44132
2,32,30,65,44132
3,32,30,61,35716
1,32,31,74,50496
2,32,31,74,50496
3,32,31,69,40867
1,32,32,0,0
2,32,32,0,0
3,32,32,0,0
1,32,33,108,73605
2,32,33,108,73605
3,32,33,101,59569
1,32,34,175,119080
2,32,34,175,119080
3,32,34,163,96371
1,32,35,214,145230
2,32,35,214,145230
3,32,35,199,117534
1,32,36,173,117092
2,32,36,173,117092
3,32,36,161,94762
1,32,37,232,157293
2,32,37,232,157293
3,32,37,216,127296
1,32,38,226,153370
2,32,38,226,153370
3,32,38,210,124122
1,32,39,174,118046
2,32,39,174,118046
3,32,39,162,95534
1,33,1,113,76839
2,33,1,113,76839
3,33,1,105,62186
1,33,2,61,41258
2,33,2,61,41258
3,33,2,57,33390
1,33,3,98,66353
2,33,3,98,66353
3,33,3,91,53699
1,33,4,23,15510
2,33,4,23,15510
3,33,4,21,12552
1,33,5,91,61939
2,33,5,91,61939
3,33,5,85,50127
1,33,6,97,65560
2,33,6,97,65560
3,33,6,90,53058
1,33,7,93,63119
2,33,7,93,63119
3,33,7,87,51082
1,33,8,116,78866
2,33,8,116,78866
3,33,8,108,63826
1,33,9,161,109385
2,33,9,161,109385
3,33,9,150,88525
1,33,10,5,3484
2,33,10,5,3484
3,33,10,5,2820
1,33,11,4,2696
2,33,11,4,2696
3,33,11,4,2182
1,33,12,68,46134
2,33,12,68,46134
3,33,12,63,37336
1,33,13,68,46219
2,33,13,68,46219
3,33,13,63,37405
1,33,14,90,61305
2,33,14,90,61305
3,33,14,84,49614
1,33,15,108,73280
2,33,15,108,73280
3,33,15,101,59306
1,33,16,94,64074
2,33,16,94,64074
3,33,16,88,51855
1,33,17,141,95787
2,33,17,141,95787
3,33,17,131,77520
1,33,18,164,111289
2,33,18,164,111289
3,33,18,153,90066
1,33,19,126,85395
2,33,19,126,85395
3,33,19,117,69110
1,33,20,20,13384
2,33,20,20,13384
3,33,20,18,10831
1,33,21,18,12457
2,33,21,18,12457
3,33,21,17,10081
1,33,22,129,87888
2,33,22,129,87888
3,33,22,121,71128
1,33,23,128,86702
2,33,23,128,86702
3,33,23,119,70167
1,33,24,129,87888
2,33,24,129,87888
3,33,24,121,71128
1,33,25,16,10756
2,33,25,16,10756
3,33,25,15,8705
1,33,26,93,62942
2,33,26,93,62942
3,33,26,86,50939
1,33,27,146,99018
2,33,27,146,99018
3,33,27,136,80135
1,33,28,73,49413
2,33,28,73,49413
3,33,28,68,39990
1,33,29,51,34553
2,33,29,51,34553
3,33,29,47,27963
1,33,30,58,39241
2,33,30,58,39241
3,33,30,54,31758
1,33,31,36,24637
2,33,31,36,24637
3,33,31,34,19939
1,33,32,108,73605
2,33,32,108,73605
3,33,32,101,59569
1,33,33,0,0
2,33,33,0,0
3,33,33,0,0
1,33,34,69,47036
2,33,34,69,47036
3,33,34,65,38066
1,33,35,108,73186
2,33,35,108,73186
3,33,35,100,59230
1,33,36,66,45048
2,33,36,66,45048
3,33,36,62,36457
1,33,37,126,85249
2,33,37,126,85249
3,33,37,117,68991
1,33,38,120,81327
2,33,38,120,81327
3,33,38,112,65817
1,33,39,68,46002
2,33,39,68,46002
3,33,39,63,37229
1,34,1,180,122314
2,34,1,180,122314
3,34,1,168,98988
1,34,2,128,86733
2,34,2,128,86733
3,34,2,119,70193
1,34,3,165,111828
2,34,3,165,111828
3,34,3,153,90502
1,34,4,47,32080
2,34,4,47,32080
3,34,4,44,25962
1,34,5,158,107414
2,34,5,158,107414
3,34,5,147,86929
1,34,6,164,111036
2,34,6,164,111036
3,34,6,152,89861
1,34,7,160,108594
2,34,7,160,108594
3,34,7,149,87885
1,34,8,183,124341
2,34,8,183,124341
3,34,8,171,100629
1,34,9,228,154860
2,34,9,228,154860
3,34,9,212,125328
1,34,10,65,43842
2,34,10,65,43842
3,34,10,60,35481
1,34,11,73,49352
2,34,11,73,49352
3,34,11,68,39941
1,34,12,135,91609
2,34,12,135,91609
3,34,12,126,74139
1,34,13,135,91694
2,34,13,135,91694
3,34,13,126,74208
1,34,14,157,106780
2,34,14,157,106780
3,34,14,146,86417
1,34,15,175,118755
2,34,15,175,118755
3,34,15,163,96108
1,34,16,161,109549
2,34,16,161,109549
3,34,16,150,88657
1,34,17,208,141262
2,34,17,208,141262
3,34,17,194,114323
1,34,18,231,156764
2,34,18,231,156764
3,34,18,215,126869
1,34,19,193,130870
2,34,19,193,130870
3,34,19,180,105913
1,34,20,87,58859
2,34,20,87,58859
3,34,20,81,47634
1,34,21,85,57932
2,34,21,85,57932
3,34,21,79,46884
1,34,22,196,133363
2,34,22,196,133363
3,34,22,183,107931
1,34,23,195,132177
2,34,23,195,132177
3,34,23,181,106970
1,34,24,196,133363
2,34,24,196,133363
3,34,24,183,107931
1,34,25,83,56231
2,34,25,83,56231
3,34,25,77,45508
1,34,26,160,108417
2,34,26,160,108417
3,34,26,149,87742
1,34,27,213,144493
2,34,27,213,144493
3,34,27,198,116938
1,34,28,140,94888
2,34,28,140,94888
3,34,28,130,76793
1,34,29,116,78858
2,34,29,116,78858
3,34,29,108,63819
1,34,30,125,84716
2,34,30,125,84716
3,34,30,116,68561
1,34,31,103,70112
2,34,31,103,70112
3,34,31,96,56742
1,34,32,175,119080
2,34,32,175,119080
3,34,32,163,96371
1,34,33,69,47036
2,34,33,69,47036
3,34,33,65,38066
1,34,34,0,0
2,34,34,0,0
3,34,34,0,0
1,34,35,60,40969
2,34,35,60,40969
3,34,35,56,33156
1,34,36,5,3074
2,34,36,5,3074
3,34,36,4,2487
1,34,37,78,52746
2,34,37,78,52746
3,34,37,72,42687
1,34,38,72,48824
2,34,38,72,48824
3,34,38,67,39513
1,34,39,3,2183
2,34,39,3,2183
3,34,39,3,1766
1,35,1,219,148464
2,35,1,219,148464
3,35,1,204,120151
1,35,2,166,112883
2,35,2,166,112883
3,35,2,155,91356
1,35,3,203,137978
2,35,3,203,137978
3,35,3,189,111665
1,35,4,87,58932
2,35,4,87,58932
3,35,4,81,47694
1,35,5,197,133563
2,35,5,197,133563
3,35,5,183,108093
1,35,6,202,137186
2,35,6,202,137186
3,35,6,188,111024
1,35,7,199,134744
2,35,7,199,134744
3,35,7,185,109048
1,35,8,222,150491
2,35,8,222,150491
3,35,8,206,121792
1,35,9,267,181010
2,35,9,267,181010
3,35,9,248,146491
1,35,10,103,70002
2,35,10,103,70002
3,35,10,96,56652
1,35,11,111,75502
2,35,11,111,75502
3,35,11,104,61104
1,35,12,173,117759
2,35,12,173,117759
3,35,12,162,95302
1,35,13,174,117844
2,35,13,174,117844
3,35,13,162,95371
1,35,14,196,132930
2,35,14,196,132930
3,35,14,182,107580
1,35,15,213,144905
2,35,15,213,144905
3,35,15,199,117272
1,35,16,200,135699
2,35,16,200,135699
3,35,16,186,109820
1,35,17,247,167412
2,35,17,247,167412
3,35,17,230,135486
1,35,18,269,182914
2,35,18,269,182914
3,35,18,251,148032
1,35,19,231,157020
2,35,19,231,157020
3,35,19,215,127076
1,35,20,125,85009
2,35,20,125,85009
3,35,20,117,68797
1,35,21,124,84082
2,35,21,124,84082
3,35,21,115,68047
1,35,22,235,159513
2,35,22,235,159513
3,35,22,219,129094
1,35,23,233,158327
2,35,23,233,158327
3,35,23,217,128133
1,35,24,235,159513
2,35,24,235,159513
3,35,24,219,129094
1,35,25,121,82381
2,35,25,121,82381
3,35,25,113,66671
1,35,26,198,134567
2,35,26,198,134567
3,35,26,185,108905
1,35,27,251,170643
2,35,27,251,170643
3,35,27,234,138101
1,35,28,178,121038
2,35,28,178,121038
3,35,28,166,97956
1,35,29,155,104989
2,35,29,155,104989
3,35,29,144,84968
1,35,30,163,110866
2,35,30,163,110866
3,35,30,152,89724
1,35,31,142,96262
2,35,31,142,96262
3,35,31,132,77905
1,35,32,214,145230
2,35,32,214,145230
3,35,32,199,117534
1,35,33,108,73186
2,35,33,108,73186
3,35,33,100,59230
1,35,34,60,40969
2,35,34,60,40969
3,35,34,56,33156
1,35,35,0,0
2,35,35,0,0
3,35,35,0,0
1,35,36,64,43231
2,35,36,64,43231
3,35,36,59,34987
1,35,37,48,32918
2,35,37,48,32918
3,35,37,45,26640
1,35,38,43,28996
2,35,38,43,28996
3,35,38,40,23466
1,35,39,63,42816
2,35,39,63,42816
3,35,39,59,34651
1,36,1,177,120325
2,36,1,177,120325
3,36,1,165,97379
1,36,2,125,84744
2,36,2,125,84744
3,36,2,116,68583
1,36,3,162,109839
2,36,3,162,109839
3,36,3,151,88892
1,36,4,44,30091
2,36,4,44,30091
3,36,4,41,24353
1,36,5,155,105425
2,36,5,155,105425
3,36,5,145,85320
1,36,6,161,109047
2,36,6,161,109047
3,36,6,150,88251
1,36,7,157,106605
2,36,7,157,106605
3,36,7,146,86275
1,36,8,180,122352
2,36,8,180,122352
3,36,8,168,99019
1,36,9,225,152871
2,36,9,225,152871
3,36,9,210,123718
1,36,10,62,41853
2,36,10,62,41853
3,36,10,57,33872
1,36,11,70,47364
2,36,11,70,47364
3,36,11,65,38331
1,36,12,132,89620
2,36,12,132,89620
3,36,12,123,72530
1,36,13,132,89706
2,36,13,132,89706
3,36,13,123,72599
1,36,14,154,104791
2,36,14,154,104791
3,36,14,144,84807
1,36,15,172,116767
2,36,15,172,116767
3,36,15,160,94499
1,36,16,158,107560
2,36,16,158,107560
3,36,16,148,87048
1,36,17,205,139273
2,36,17,205,139273
3,36,17,191,112713
1,36,18,228,154775
2,36,18,228,154775
3,36,18,212,125259
1,36,19,190,128881
2,36,19,190,128881
3,36,19,177,104303
1,36,20,84,56870
2,36,20,84,56870
3,36,20,78,46025
1,36,21,82,55943
2,36,21,82,55943
3,36,21,77,45275
1,36,22,194,131375
2,36,22,194,131375
3,36,22,180,106321
1,36,23,192,130188
2,36,23,192,130188
3,36,23,179,105361
1,36,24,194,131375
2,36,24,194,131375
3,36,24,180,106321
1,36,25,80,54243
2,36,25,80,54243
3,36,25,74,43898
1,36,26,157,106428
2,36,26,157,106428
3,36,26,146,86132
1,36,27,210,142505
2,36,27,210,142505
3,36,27,195,115329
1,36,28,137,92900
2,36,28,137,92900
3,36,28,127,75183
1,36,29,113,76869
2,36,29,113,76869
3,36,29,105,62210
1,36,30,122,82728
2,36,30,122,82728
3,36,30,113,66951
1,36,31,100,68123
2,36,31,100,68123
3,36,31,93,55132
1,36,32,173,117092
2,36,32,173,117092
3,36,32,161,94762
1,36,33,66,45048
2,36,33,66,45048
3,36,33,62,36457
1,36,34,5,3074
2,36,34,5,3074
3,36,34,4,2487
1,36,35,64,43231
2,36,35,64,43231
3,36,35,59,34987
1,36,36,0,0
2,36,36,0,0
3,36,36,0,0
1,36,37,81,55008
2,36,37,81,55008
3,36,37,75,44518
1,36,38,75,51086
2,36,38,75,51086
3,36,38,70,41344
1,36,39,2,1101
2,36,39,2,1101
3,36,39,2,891
1,37,1,237,160526
2,37,1,237,160526
3,37,1,220,129913
1,37,2,184,124945
2,37,2,184,124945
3,37,2,171,101118
1,37,3,221,150040
2,37,3,221,150040
3,37,3,206,121427
1,37,4,104,70743
2,37,4,104,70743
3,37,4,97,57252
1,37,5,215,145626
2,37,5,215,145626
3,37,5,200,117854
1,37,6,220,149248
2,37,6,220,149248
3,37,6,205,120786
1,37,7,216,146806
2,37,7,216,146806
3,37,7,201,118810
1,37,8,239,162553
2,37,8,239,162553
3,37,8,223,131554
1,37,9,284,193072
2,37,9,284,193072
3,37,9,265,156253
1,37,10,121,82054
2,37,10,121,82054
3,37,10,113,66406
1,37,11,129,87565
2,37,11,129,87565
3,37,11,120,70866
1,37,12,191,129821
2,37,12,191,129821
3,37,12,178,105064
1,37,13,191,129907
2,37,13,191,129907
3,37,13,178,105133
1,37,14,214,144992
2,37,14,214,144992
3,37,14,199,117342
1,37,15,231,156968
2,37,15,231,156968
3,37,15,215,127033
1,37,16,218,147761
2,37,16,218,147761
3,37,16,203,119582
1,37,17,264,179474
2,37,17,264,179474
3,37,17,246,145248
1,37,18,287,194976
2,37,18,287,194976
3,37,18,267,157794
1,37,19,249,169082
2,37,19,249,169082
3,37,19,232,136838
1,37,20,143,97071
2,37,20,143,97071
3,37,20,133,78559
1,37,21,142,96144
2,37,21,142,96144
3,37,21,132,77809
1,37,22,253,171576
2,37,22,253,171576
3,37,22,235,138856
1,37,23,251,170389
2,37,23,251,170389
3,37,23,234,137895
1,37,24,253,171576
2,37,24,253,171576
3,37,24,235,138856
1,37,25,139,94444
2,37,25,139,94444
3,37,25,130,76433
1,37,26,216,146629
2,37,26,216,146629
3,37,26,201,118667
1,37,27,269,182706
2,37,27,269,182706
3,37,27,251,147863
1,37,28,196,133100
2,37,28,196,133100
3,37,28,183,107718
1,37,29,172,117068
2,37,29,172,117068
3,37,29,161,94743
1,37,30,181,122928
2,37,30,181,122928
3,37,30,169,99486
1,37,31,160,108324
2,37,31,160,108324
3,37,31,149,87667
1,37,32,232,157293
2,37,32,232,157293
3,37,32,216,127296
1,37,33,126,85249
2,37,33,126,85249
3,37,33,117,68991
1,37,34,78,52746
2,37,34,78,52746
3,37,34,72,42687
1,37,35,48,32918
2,37,35,48,32918
3,37,35,45,26640
1,37,36,81,55008
2,37,36,81,55008
3,37,36,75,44518
1,37,37,0,0
2,37,37,0,0
3,37,37,0,0
1,37,38,6,4024
2,37,38,6,4024
3,37,38,6,3256
1,37,39,80,54594
2,37,39,80,54594
3,37,39,75,44183
1,38,1,231,156604
2,38,1,231,156604
3,38,1,215,126739
1,38,2,178,121023
2,38,2,178,121023
3,38,2,166,97944
1,38,3,215,146118
2,38,3,215,146118
3,38,3,200,118253
1,38,4,98,66821
2,38,4,98,66821
3,38,4,92,54078
1,38,5,209,141704
2,38,5,209,141704
3,38,5,194,114680
1,38,6,214,145326
2,38,6,214,145326
3,38,6,199,117612
1,38,7,211,142884
2,38,7,211,142884
3,38,7,196,115635
1,38,8,234,158631
2,38,8,234,158631
3,38,8,218,128380
1,38,9,279,189150
2,38,9,279,189150
3,38,9,259,153079
1,38,10,115,78132
2,38,10,115,78132
3,38,10,107,63232
1,38,11,123,83643
2,38,11,123,83643
3,38,11,115,67692
1,38,12,185,125899
2,38,12,185,125899
3,38,12,173,101890
1,38,13,186,125984
2,38,13,186,125984
3,38,13,173,101959
1,38,14,208,141070
2,38,14,208,141070
3,38,14,194,114167
1,38,15,225,153045
2,38,15,225,153045
3,38,15,210,123859
1,38,16,212,143839
2,38,16,212,143839
3,38,16,197,116408
1,38,17,259,175552
2,38,17,259,175552
3,38,17,241,142073
1,38,18,281,191054
2,38,18,281,191054
3,38,18,262,154619
1,38,19,243,165160
2,38,19,243,165160
3,38,19,227,133664
1,38,20,137,93149
2,38,20,137,93149
3,38,20,128,75385
1,38,21,136,92222
2,38,21,136,92222
3,38,21,127,74635
1,38,22,247,167654
2,38,22,247,167654
3,38,22,230,135681
1,38,23,245,166467
2,38,23,245,166467
3,38,23,228,134721
1,38,24,247,167654
2,38,24,247,167654
3,38,24,230,135681
1,38,25,133,90521
2,38,25,133,90521
3,38,25,124,73259
1,38,26,210,142707
2,38,26,210,142707
3,38,26,196,115493
1,38,27,263,178783
2,38,27,263,178783
3,38,27,245,144689
1,38,28,190,129178
2,38,28,190,129178
3,38,28,177,104544
1,38,29,167,113146
2,38,29,167,113146
3,38,29,155,91568
1,38,30,175,119006
2,38,30,175,119006
3,38,30,163,96311
1,38,31,154,104402
2,38,31,154,104402
3,38,31,143,84492
1,38,32,226,153370
2,38,32,226,153370
3,38,32,210,124122
1,38,33,120,81327
2,38,33,120,81327
3,38,33,112,65817
1,38,34,72,48824
2,38,34,72,48824
3,38,34,67,39513
1,38,35,43,28996
2,38,35,43,28996
3,38,35,40,23466
1,38,36,75,51086
2,38,36,75,51086
3,38,36,70,41344
1,38,37,6,4024
2,38,37,6,4024
3,38,37,6,3256
1,38,38,0,0
2,38,38,0,0
3,38,38,0,0
1,38,39,75,50672
2,38,39,75,50672
3,38,39,70,41008
1,39,1,179,121279
2,39,1,179,121279
3,39,1,166,98151
1,39,2,126,85698
2,39,2,126,85698
3,39,2,118,69355
1,39,3,163,110793
2,39,3,163,110793
3,39,3,152,89664
1,39,4,46,31045
2,39,4,46,31045
3,39,4,43,25125
1,39,5,157,106379
2,39,5,157,106379
3,39,5,146,86092
1,39,6,162,110001
2,39,6,162,110001
3,39,6,151,89023
1,39,7,158,107559
2,39,7,158,107559
3,39,7,148,87047
1,39,8,182,123306
2,39,8,182,123306
3,39,8,169,99791
1,39,9,227,153825
2,39,9,227,153825
3,39,9,211,124490
1,39,10,63,42807
2,39,10,63,42807
3,39,10,59,34644
1,39,11,71,48318
2,39,11,71,48318
3,39,11,66,39104
1,39,12,133,90574
2,39,12,133,90574
3,39,12,124,73302
1,39,13,134,90660
2,39,13,134,90660
3,39,13,124,73371
1,39,14,156,105745
2,39,14,156,105745
3,39,14,145,85579
1,39,15,173,117721
2,39,15,173,117721
3,39,15,161,95271
1,39,16,160,108514
2,39,16,160,108514
3,39,16,149,87820
1,39,17,207,140227
2,39,17,207,140227
3,39,17,192,113485
1,39,18,229,155729
2,39,18,229,155729
3,39,18,214,126031
1,39,19,191,129835
2,39,19,191,129835
3,39,19,178,105076
1,39,20,85,57824
2,39,20,85,57824
3,39,20,79,46797
1,39,21,84,56897
2,39,21,84,56897
3,39,21,78,46047
1,39,22,195,132329
2,39,22,195,132329
3,39,22,182,107093
1,39,23,193,131142
2,39,23,193,131142
3,39,23,180,106133
1,39,24,195,132329
2,39,24,195,132329
3,39,24,182,107093
1,39,25,81,55197
2,39,25,81,55197
3,39,25,76,44671
1,39,26,158,107382
2,39,26,158,107382
3,39,26,147,86904
1,39,27,211,143459
2,39,27,211,143459
3,39,27,197,116101
1,39,28,138,93854
2,39,28,138,93854
3,39,28,129,75955
1,39,29,115,77823
2,39,29,115,77823
3,39,29,107,62982
1,39,30,123,83682
2,39,30,123,83682
3,39,30,115,67723
1,39,31,102,69078
2,39,31,102,69078
3,39,31,95,55904
1,39,32,174,118046
2,39,32,174,118046
3,39,32,162,95534
1,39,33,68,46002
2,39,33,68,46002
3,39,33,63,37229
1,39,34,3,2183
2,39,34,3,2183
3,39,34,3,1766
1,39,35,63,42816
2,39,35,63,42816
3,39,35,59,34651
1,39,36,2,1101
2,39,36,2,1101
3,39,36,2,891
1,39,37,80,54594
2,39,37,80,54594
3,39,37,75,44183
1,39,38,75,50672
2,39,38,75,50672
3,39,38,70,41008
1,39,39,0,0
2,39,39,0,0
3,39,39,0,0
%  node times and costs: vehicle, call, origin node time (in hours), origin node costs (in Euro), destination node time (in hours), destination node costs (in Euro)
1,1,13,23768,16,29040
1,2,-1,-1,-1,-1
1,3,17,23768,19,28042
1,4,-1,-1,-1,-1
1,5,-1,-1,-1,-1
1,6,-1,-1,-1,-1
1,7,18,30200,18,29828
2,1,13,23768,16,29040
2,2,-1,-1,-1,-1
2,3,17,23768,19,28042
2,4,-1,-1,-1,-1
2,5,-1,-1,-1,-1
2,6,-1,-1,-1,-1
2,7,18,30200,18,29828
3,1,13,25418,16,30690
3,2,30,25440,35,32758
3,3,17,25418,20,29692
3,4,30,31478,31,33153
3,5,22,33227,17,25440
3,6,31,23893,37,33227
3,7,18,31850,18,31478
% EOF
